MSA_Name,Equilibrium_Gap_LOOCV_raw,Bias_Anchor,Residual_Equilibrium,Gap_2023_corrected,Gap_2023_RAW,Bias_2023,Deviation0,Already_Converged_2023,RD_Weight_2023
"Urban Honolulu, HI",-0.7573213142928741,-0.4248704396470373,-0.3324508746458368,0.0226226724425888,-0.4120956963444229,-0.4347183687870122,0.7897919158754377,False,562806.5225394857
"Raleigh-Cary, NC",-0.4978271755417074,-0.16450179552895117,-0.33332538001275624,0.4016634280272324,0.3485475025243403,-0.05311592550289168,0.7881047335428804,False,5176267.496842409
"Lakeland-Winter Haven, FL",0.1578325125295867,-0.12637322664959338,0.2842057391791801,0.9737740723625344,0.8927533060636481,-0.08102076629888666,0.7705890994822411,False,2540484.243601868
"Ogden, UT",-0.15239182982306554,-0.293250951658222,0.14085912183515648,0.5912037954517828,0.2948148100130812,-0.29638898543870207,0.7467336590553284,False,1524333.0173144292
"Charleston-North Charleston, SC",0.16261494820379951,-0.10666990352978267,0.2692848517335822,1.021266620290989,1.0541824208732962,0.0329158005823067,0.7190659679751001,False,7922690.374991472
"Phoenix-Mesa-Chandler, AZ",-0.21318883224064586,0.2181790319064505,-0.4313678641470964,0.6091487451518169,0.944259541976006,0.3351107968241873,0.705405812474726,False,31051439.966175348
"Salt Lake City-Murray, UT",-0.2879775283451327,-0.04435513223590215,-0.24362239610923053,0.5142381622778522,0.5754804708451147,0.06124230856726198,0.6966182498198208,False,8751705.593039172
"Boise City, ID",-0.22226661230757916,-0.3157964375557767,0.09352982524819753,0.5938310708310617,0.456959151920131,-0.1368719189109302,0.6371731644937944,False,2889655.2616602774
"Austin-Round Rock-San Marcos, TX",-0.298563871481122,-0.06076155762069879,-0.23780231386042322,0.5225033230371814,0.6520241960650814,0.1295208730278996,0.6307847638697051,False,13477205.410372673
"Knoxville, TN",-0.38570830361203434,-0.19503413736410424,-0.1906741662479301,0.0579377133147822,-0.3135326351669185,-0.3714703484817008,0.6200822280444132,False,969660.4642787604
"Oxnard-Thousand Oaks-Ventura, CA",0.3341830402625452,-0.19721200895333135,0.5313950492158765,0.9276898660254904,0.7049035677270137,-0.22278629829847674,0.6190811151080906,False,2025876.9801686576
"Tucson, AZ",-0.06746101183262668,-0.1916962546459211,0.12423524281329443,0.4743710148082023,0.2146958791347657,-0.25967513567343614,0.609810907668344,False,1636873.727807906
"Stockton-Lodi, CA",0.3530251231878374,-0.0692715193327138,0.4222966425205512,1.0813511994446774,1.146181522774819,0.06483032333014194,0.5942242335939842,False,3675380.039707766
"Provo-Orem-Lehi, UT",-0.24977156203884698,-0.37572355895017706,0.12595199691133008,0.502544847809455,0.3047371158381882,-0.19780773197126766,0.5744005828693926,False,2432760.9304219675
"Toledo, OH",0.02795650370516075,-0.13145937318129963,0.1594158768864604,0.5225348748310896,0.3563030446310282,-0.1662318302000605,0.5293508281446897,False,2840736.48008799
"Des Moines-West Des Moines, IA",-0.10139756731778649,-0.1675777916638017,0.06618022434601523,0.4643128555642288,0.3682112207094175,-0.09610163485481138,0.49423426607302495,False,2995738.6802741303
"Miami-Fort Lauderdale-West Palm Beach, FL",-0.8368543008559692,0.05632255823453525,-0.8931768590905045,-0.3494060081618109,-0.2990577528660374,0.050348255295773026,0.49342259563292057,False,5857915.454548148
"Albuquerque, NM",-0.23399907591255958,-0.2886247072789607,0.05462563136640114,0.1782761343500229,-0.1801950120198761,-0.3584711463698982,0.48212164935352,False,1010382.9172047774
"Harrisburg-Carlisle, PA",0.5059727787638182,-0.002888376988622987,0.5088611557524412,0.890425541524845,0.7914167012984041,-0.09900884022644041,0.4805732259988442,False,2932378.58099809
"Madison, WI",-0.26693427384911894,-0.24815728147316563,-0.018776992375953316,0.1827257454754658,-0.091377997287708,-0.27410374276317384,0.475606480614593,False,1580324.5495389458
"Chicago-Naperville-Elgin, IL-IN",0.6034446603319381,0.4599472575420891,0.14349740278984902,0.0957978196857247,0.5204644491980801,0.4246666295123567,-0.472366212616481,False,49816007.49584179
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-0.36804763873305646,0.29858103265891067,-0.6666286713919671,0.118533239171505,0.4342530103639959,0.3157197711924904,0.4694421393709817,False,28286138.929101262
"Allentown-Bethlehem-Easton, PA-NJ",0.5416671706168255,-0.019846950366298355,0.5615141209831238,1.0354137818529914,1.0465229969174317,0.011109215064439848,0.4627904458054277,False,5982103.439434087
"Fresno, CA",-0.0019188745189260246,-0.20925170272117066,0.20733282820224463,0.3577687309892763,0.0553934125673922,-0.3023753184218845,0.45281122120891615,False,658654.2673779165
"Bridgeport-Stamford-Danbury, CT",0.10525553498015622,-0.11799012103573503,0.22324565601589125,-0.4388246145116383,-0.6532300894359224,-0.21440547492428408,-0.44766479560324546,False,2022418.974440891
"Richmond, VA",-0.014731920979852223,0.004396788067876578,-0.0191287090477288,0.2768920236119978,0.1468029004816848,-0.13008912313031296,0.4261098557900395,False,2510593.9356233818
"Palm Bay-Melbourne-Titusville, FL",-0.0805726729197036,-0.31537844228449563,0.23480576936479203,0.2028586593415298,-0.2508052619794476,-0.453663921320977,0.42171681129771477,False,758446.1547959504
"Nashville-Davidson--Murfreesboro--Franklin, TN",-0.09429282211384657,0.061393060686386836,-0.1556858828002334,0.3607645161886026,0.45605067532858,0.09528615913997607,0.42116423984886,False,9782894.55667856
"San Diego-Chula Vista-Carlsbad, CA",0.17286644996516373,0.05023052034040232,0.12263592962476141,0.6444121020460685,0.750939768329598,0.1065276662835295,0.41524850613777753,False,12080940.04607826
"Baltimore-Columbia-Towson, MD",0.07812516341209805,0.18459665224774646,-0.10647148883564841,0.4184145556760619,0.5541289993932708,0.13571444371720975,0.3891716007945005,False,11978307.338694174
"Virginia Beach-Chesapeake-Norfolk, VA-NC",-0.6893242883928856,-0.08483516816692527,-0.6044891202259604,-0.3679838151038836,-0.5189132420591633,-0.15092942695527967,0.3874347320773564,False,3200826.361898916
"Jackson, MS",-0.3421258018583475,-0.23081054328216277,-0.11131525857618474,0.0369027032692255,-0.1898852807168136,-0.2267879839860396,0.37500594583144986,False,1664139.6266551511
"Las Vegas-Henderson-North Las Vegas, NV",0.109021132008281,-0.05243355334052424,0.16145468534880525,0.611186898274795,0.686288790081985,0.07510189180718863,0.3746303211188011,False,5062611.76811314
"Portland-Vancouver-Hillsboro, OR-WA",-0.05765384954749475,0.009788789685381882,-0.06744263923287663,0.3782337186356912,0.4495764163429143,0.07134269770722179,0.37433366016134606,False,9437853.579945251
"Greensboro-High Point, NC",0.13911746792512725,-0.0015907504036198894,0.14070821832874714,0.4373801872524225,0.3650627173139025,-0.07231746993852006,0.36898943886219543,False,3861116.31725096
"San Antonio-New Braunfels, TX",-0.4099193091157982,0.010988272281829747,-0.42090758139762796,0.0135937060393338,0.0906998809895256,0.07710617495019223,0.35739511248676953,False,7673046.808084653
"Akron, OH",0.27374473155647827,-0.09318211928999798,0.36692685084647625,0.5325736556164262,0.3417340807337812,-0.19083957488264547,0.35648637965259544,False,2171073.6540677994
"Greenville-Anderson-Greer, SC",0.36470881752840656,-0.017315703764872126,0.3820245212932787,0.7424496676770698,0.7537206119371973,0.011270944260127536,0.34915420212366355,False,6823923.086203342
"San Jose-Sunnyvale-Santa Clara, CA",0.7092759566959752,0.059100001674288194,0.650175955021687,0.3674380626745765,0.4295017654774469,0.062063702802871656,-0.34480159514998215,False,12128433.579725984
"Syracuse, NY",-0.21249826182791048,-0.11710197398231026,-0.09539628784560023,0.0136597020692956,-0.2205769885785482,-0.23423669064784391,0.34329268056273976,False,1882477.144277612
"Dayton-Kettering-Beavercreek, OH",0.057268615988850725,-0.008600387551891409,0.06586900354074213,0.3191293866481253,0.2451693546556335,-0.07396003199249135,0.32722041509987454,False,4311582.97043716
"Deltona-Daytona Beach-Ormond Beach, FL",-0.48659900301052694,-0.39532301675924764,-0.0912759862512793,-0.3174701566603186,-0.8656956028669747,-0.5482254462066551,0.32203127579761587,False,308763.22640658345
"Winston-Salem, NC",-0.09827595062785878,-0.19643111403554325,0.09815516340768447,0.2521764585587167,0.0873994586707276,-0.16477699988798866,0.31879829503902085,False,1993751.0644902808
"Albany-Schenectady-Troy, NY",-0.21902548807608288,-0.181805673613876,-0.037219814462206874,-0.038849784899325,-0.3575795694485535,-0.31872978454922896,0.31709981411211086,False,1243358.475574475
"Cleveland, OH",0.16381571738964415,0.17298937260835867,-0.009173655218714521,-0.2460962586122939,-0.1661891066222622,0.07990715199003251,-0.3168297553836119,False,8968841.395396637
"Seattle-Tacoma-Bellevue, WA",0.2767817822384657,0.0695965877380531,0.20718519450041262,0.7041899279226129,0.888602014447649,0.1844120865250356,0.3125926468971647,False,17689251.922335926
"Baton Rouge, LA",-0.281354229459577,-0.30237467190529577,0.021020442445718768,-0.0937452951382287,-0.5149358136416371,-0.42119051850340883,0.30642478091946135,False,701200.3380639007
"Oklahoma City, OK",0.11317663468555758,-0.08568464161624734,0.19886127630180492,0.4450225505484404,0.3937253265381137,-0.05129722401032666,0.29745849825696213,False,4161902.253872341
"Durham-Chapel Hill, NC",-0.39511185536716154,-0.18443906061218662,-0.2106727947549749,-0.1720187744350525,-0.4237629221198418,-0.2517441476847897,0.2903981680047121,False,2179993.506587861
"Tulsa, OK",0.13388314435392876,-0.1244422422407987,0.2583253865947275,-0.1553435333933119,-0.3395708133053663,-0.1842272799120548,-0.22944164007598458,False,2468389.153291888
"Kiryas Joel-Poughkeepsie-Newburgh, NY",0.04453292043553113,-0.2133669476811879,0.25789986811671906,0.2362408977786483,-0.0042053701478561,-0.2404462679265036,0.21878729758843282,False,1435192.0350378987
"Louisville/Jefferson County, KY-IN",0.19763828344977513,0.05553326331660546,0.14210502013316967,-0.0503654306365568,-0.0371866488283814,0.013178781808176776,-0.20564923257790324,False,6648263.092374237
"Little Rock-North Little Rock-Conway, AR",-0.21832148335057908,-0.12157744630858325,-0.09674403704199583,-0.1393911735891162,-0.387458823398358,-0.2480676498092409,0.20542051326212055,False,1414786.9501989775
"Omaha, NE-IA",0.0231483027092141,-0.1953519733778637,0.21850027608707778,0.1888812274288014,-0.0417743360146669,-0.23065556344346794,0.20103651478519155,False,1613399.3865442518
"Providence-Warwick, RI-MA",0.13333367949194214,0.05022001393478481,0.08311366555715732,-0.1806744712808008,-0.2448311769727507,-0.06415670569195031,-0.19963143114600782,False,4009702.004224944
"Sacramento-Roseville-Folsom, CA",-0.09437588353458,0.05195370857156112,-0.1463295921061411,0.044591394838676,0.0512874006898442,0.00669600585116692,0.18422498109365018,False,5085267.6478066575
"Colorado Springs, CO",-0.3127172054707579,-0.21463303792284316,-0.09808416754791471,-0.2688233448489754,-0.6081458765458265,-0.3393225316968511,0.16858335439579042,True,1164377.0627701888
"Grand Rapids-Wyoming-Kentwood, MI",-0.2827758335762578,-0.10956580956284068,-0.17321002401341712,-0.1949285367833066,-0.3715337805177263,-0.17660524373441921,0.15488673096452973,True,2659050.16473875
"Riverside-San Bernardino-Ontario, CA",0.7787714900052007,0.2737990301826998,0.5049724598225009,0.735638365681794,1.109545379922217,0.37390701424042305,-0.14324110838113002,True,26749614.05287976
"Birmingham, AL",0.3783818935577585,-0.04033368046177932,0.4187155740195378,0.4195442306012591,0.2789457019838703,-0.14059852861738786,0.14142718519910918,True,2727597.3299234016
"Memphis, TN-MS-AR",0.7852144978156588,0.18500576641727218,0.6002087313983866,0.9475096002773212,1.154595522745776,0.20708592246845425,0.14021494641048038,True,13862198.06503008
"North Port-Bradenton-Sarasota, FL",0.20922452327913893,-0.3181980264628934,0.5274225497420324,0.1131707907776657,-0.1680044010083961,-0.2811751917860623,-0.13307656717830438,True,1097935.7460907102
"Pittsburgh, PA",-0.10200986150254995,0.10045592617299404,-0.202465787675544,0.0032853675558328,0.0805937272691714,0.0773083597133386,0.1284427955180382,True,8889318.499053914
"Dallas-Fort Worth-Arlington, TX",0.25504102014137414,0.3947617799322347,-0.13972075979086057,0.4501460925175458,0.9223034910601768,0.47215739854263106,0.1177094537657753,True,66713713.107513286
"Tampa-St. Petersburg-Clearwater, FL",-0.19186278201349344,0.03503782040339409,-0.22690060241688753,-0.1056399665275691,-0.0990945508421781,0.0065454156853905765,0.11471522020392785,True,5753741.345075195
"Orlando-Kissimmee-Sanford, FL",-0.0012029074559949233,0.02961835741554264,-0.030821264871537562,-0.0833655792454735,-0.0283600396247081,0.05500553962076404,-0.10754985399469998,True,6639453.837635119
"Los Angeles-Long Beach-Anaheim, CA",0.16369316607360762,0.23988097291362998,-0.07618780684002235,0.1441043011640452,0.4612721638277861,0.31716786266374086,-0.0968757546596733,True,28523322.563584503
"Kansas City, MO-KS",0.05580421979947658,0.15764542527911019,-0.1018412054796336,0.1341972702165748,0.2761957046340129,0.14199843441743853,0.09404004127876986,True,13165168.549195409
"St. Louis, MO-IL",0.20581120182477528,0.17669760393433265,0.029113597890442627,0.2931611441840154,0.4650007647215552,0.1718396205375412,0.09220792575603157,True,13477659.085134285
"Atlanta-Sandy Springs-Roswell, GA",0.1237928661255889,0.3347369562417577,-0.2109440901161688,0.2512562634067734,0.6220652369435626,0.37080897353678877,0.0913913799861534,True,35394980.119069055
"Cincinnati, OH-KY-IN",-0.136854240161985,0.11857133988653068,-0.2554255800485157,-0.0298295818340221,0.1063384830495124,0.13616806488353372,0.08942793333095986,True,11813769.794927368
"Denver-Aurora-Centennial, CO",0.09460295564169298,0.050961477208704586,0.04364147843298839,0.3139405824067545,0.5020149129999645,0.18807433059321044,0.08222477338055567,True,16234876.871842582
"New Haven, CT",0.18521591068447174,-0.07512228999507942,0.26033820067955116,0.1618349468446744,-0.0187971025615638,-0.18063204940623834,0.08212879557136157,True,2198264.7620782424
"Indianapolis-Carmel-Greenwood, IN",0.2590660999038761,0.1360484604363532,0.12301763946752287,0.4544423499187573,0.7049011829613008,0.25045883304254435,0.0809658774086901,True,21243422.21229292
"Scranton--Wilkes-Barre, PA",0.291653524348316,-0.05708906398864322,0.3487425883369592,0.3277090702904228,0.2295677490004113,-0.0981413212900124,0.07710780324347599,True,2857243.2473632568
"Minneapolis-St. Paul-Bloomington, MN-WI",0.18003362356642677,0.1395877616580603,0.040445861908366465,0.1186095405509313,0.2708947809815534,0.15228524043062253,-0.07412156178805769,True,13537802.64344327
"New York-Newark-Jersey City, NY-NJ",-0.03164166977609906,0.2454787160569314,-0.27712038583303045,0.0541303649098665,0.3116249283883512,0.2574945634784851,0.07375618726441185,True,18372449.72234496
"Columbus, OH",0.15707728076973293,0.14025729193752312,0.01681998883220981,0.1595280638312566,0.3634258721541172,0.20389780832285975,-0.06118973332381297,True,15544601.313478025
"Hartford-West Hartford-East Hartford, CT",-0.08931771749945212,-0.01992045854877844,-0.06939725895067368,-0.0764943304003598,-0.1420669014183477,-0.06557257101798841,0.05847549956830228,True,4555660.875352523
"Augusta-Richmond County, GA-SC",-0.04820490651038024,-0.12009871892864377,0.07189381241826354,-0.1089035420982931,-0.3457981877709226,-0.23689464567262908,0.05609729115607244,True,1692514.7125756764
"Charlotte-Concord-Gastonia, NC-SC",0.1737056309235498,0.17682087731840745,-0.0031152463948576625,0.1518922721576103,0.3580083775407452,0.2061161053831353,-0.051108586830667324,True,16901455.554808713
"Detroit-Warren-Dearborn, MI",-0.04448530557407615,0.25196086494555026,-0.2964461705196264,-0.155918928261574,0.031225940648401,0.18714486890997462,-0.046617626651922206,True,19328487.05471983
"Rochester, NY",0.28113704422457664,-0.01688999291725013,0.29802703714182677,0.1515569194760537,0.0496866213393172,-0.10187029813673609,-0.044599819529036966,True,3668145.810771396
"New Orleans-Metairie, LA",-0.2744221738538086,-0.21159258222106114,-0.06282959163274748,-0.3942163931042728,-0.6838396513729279,-0.28962325826865465,-0.04176354320287068,True,1280657.1272233075
"Houston-Pasadena-The Woodlands, TX",-0.10907005595779835,0.29740455270011346,-0.4064746086579118,-0.0806833121088281,0.2847419511698525,0.36542526327867986,-0.03963396672959617,True,41435988.97319281
"Washington-Arlington-Alexandria, DC-VA-MD-WV",-0.137231102896127,0.1467580405081037,-0.2839891434042307,-0.147971482932391,-0.0473878319780425,0.10058365095434851,0.03543400951749118,True,11994631.375138674
"Boston-Cambridge-Newton, MA-NH",0.327839234301801,0.1957829735049179,0.1320562607968831,0.3408411542868386,0.5147330979350215,0.17389194364818472,0.03489294984177077,True,16700460.850679524
"Worcester, MA",0.6071234828451497,0.010895609363820391,0.5962278734813293,0.5631430601701428,0.4955084003638319,-0.06763465980631089,0.03454984649512438,True,4166179.562757806
"Jacksonville, FL",0.032836285585547305,-0.01393793240392105,0.046774217989468354,0.0667372023027361,0.053161023248716,-0.01357617905402142,0.03353916336728916,True,4842364.10757604
"Milwaukee-Waukesha, WI",0.09740252543218375,0.07649940748450623,0.02090311794767752,0.0533829717739564,0.0965644838893347,0.043181512115376464,-0.010701658289097582,True,7800623.929146376
