MSA_Name,Year,Period,Available_SF_Total,Counterfactual_Space_SF,Structural_Gap,Structural_Gap_SF,Market_Category,Structural_Gap_RAW,Structural_Gap_SF_RAW,Market_Category_RAW,RD_Intensity,Adv_Ind_Emp_Share,LQ_AdvInd_Emp,LQ_RD_Intensity,Productivity,Business_Entry_Rate,Business_Exit_Rate,Young_Firm_Share,Mature_Firm_Share,interstate vmt,local vmt,total vmt,patent_count
"Albany-Schenectady-Troy, NY",2007,Pre-COVID (2006-2019),5726970.0,5757097.9662002865,-0.0052469273794137905,-30127.966200286523,Structurally Balanced,-0.0052469273794137905,-30127.966200286523,Structurally Balanced,0.12913903494731743,0.07402455179995182,0.8658753763548424,0.8321221194964028,135371.3666447343,9.764,9.218,0.3176153154310677,0.3494796351021457,6202.0,1963.0,16339.0,1019
"Albany-Schenectady-Troy, NY",2008,Pre-COVID (2006-2019),6827720.0,8812652.598312054,-0.2551976876333235,-1984932.5983120538,Moderate Structural Deficit,-0.2551976876333235,-1984932.5983120538,Moderate Structural Deficit,0.1448119859041663,0.07855134253637606,0.9136533008011174,0.9365232224122038,145984.3763567053,9.218,9.342,0.3110910730387736,0.3599768130877238,6171.0,1955.0,15932.0,1003
"Albany-Schenectady-Troy, NY",2009,Pre-COVID (2006-2019),7840417.0,9738310.440484742,-0.21677561481478236,-1897893.4404847417,Moderate Structural Deficit,-0.21677561481478236,-1897893.4404847417,Moderate Structural Deficit,0.14850272462602673,0.07875426165881559,0.9402483513272077,0.9875031755658081,162011.3322546155,8.208,9.275,0.3039349593495934,0.3736585365853658,,,,1134
"Albany-Schenectady-Troy, NY",2010,Pre-COVID (2006-2019),8027578.0,9914168.41112884,-0.21108202312341362,-1886590.4111288395,Moderate Structural Deficit,-0.21108202312341362,-1886590.4111288395,Moderate Structural Deficit,0.14615855350538368,0.0781050633554659,0.937894777134934,0.9349978689467695,165392.99070350875,8.776,8.369,0.2934400624755954,0.3833138097097488,6239.092,2007.0,15825.62,1408
"Albany-Schenectady-Troy, NY",2011,Pre-COVID (2006-2019),8671399.0,9602910.724033114,-0.10203611414779168,-931511.7240331136,Structurally Balanced,-0.10203611414779168,-931511.7240331136,Structurally Balanced,0.15461219366784046,0.08292301984619542,0.9805020555999081,0.9715569379621777,167623.9056588141,8.614,8.938,0.2869832146822546,0.3944876232773823,6239.092,2007.0,15825.62,1607
"Albany-Schenectady-Troy, NY",2012,Pre-COVID (2006-2019),7637095.0,8217632.926653041,-0.07326490720235412,-580537.9266530406,Structurally Balanced,-0.07326490720235412,-580537.9266530406,Structurally Balanced,0.15474645355312575,0.08569557239165446,1.0052148642438736,0.9885752199203395,165212.8350719662,8.913,8.595,0.2768141362957188,0.3993373611381797,6064.33599,2034.0,15610.34439,1815
"Albany-Schenectady-Troy, NY",2013,Pre-COVID (2006-2019),7716261.0,8719054.294270525,-0.12218085925969113,-1002793.2942705248,Structurally Balanced,-0.12218085925969113,-1002793.2942705248,Structurally Balanced,0.15639162191666145,0.08799648319719806,1.0328953118435342,1.0096061344196525,168578.22955509016,8.782,8.683,0.2770857661865836,0.4088490982223952,,,,1920
"Albany-Schenectady-Troy, NY",2014,Pre-COVID (2006-2019),6982725.0,7430008.57041992,-0.06208777048383851,-447283.5704199197,Structurally Balanced,-0.06208777048383851,-447283.5704199197,Structurally Balanced,0.15807278328044846,0.08770105401568333,1.030225707354611,1.0241131986046943,178497.0413298377,8.865,8.605,0.2717942055346238,0.4147719890866571,,,,2072
"Albany-Schenectady-Troy, NY",2015,Pre-COVID (2006-2019),6511727.0,7524767.934335391,-0.1445952656513807,-1013040.934335391,Structurally Balanced,-0.1445952656513807,-1013040.934335391,Structurally Balanced,0.1662648336323119,0.08978955839947705,1.0523241535244894,1.1119222369114887,192935.44788715857,8.75,8.139,0.2719917146740889,0.4242993073985371,5664.95326,2062.0,15354.29688,1922
"Albany-Schenectady-Troy, NY",2016,Pre-COVID (2006-2019),5767523.0,5102528.298687155,0.12250653719082294,664994.7013128446,Structurally Balanced,0.12250653719082294,664994.7013128446,Structurally Balanced,0.16694802563863304,0.08991917207218345,1.0608805209143979,1.1527846955838201,198064.37219622787,9.123,7.495,0.2751339627455983,0.4299566215871396,5685.05168,2783.0,16063.27267,1867
"Albany-Schenectady-Troy, NY",2017,Pre-COVID (2006-2019),3997693.0,3935898.116638046,0.015578350881144232,61794.883361953776,Structurally Balanced,0.015578350881144232,61794.883361953776,Structurally Balanced,0.17476541834778267,0.08985104020214009,1.0647750216524274,1.201015938462918,212071.76636740117,8.292,8.643,0.2783136378153944,0.4377515170871925,5791.7673,2885.0,16215.13117,1803
"Albany-Schenectady-Troy, NY",2018,Pre-COVID (2006-2019),2937437.0,3291205.7461320814,-0.11371655339115172,-353768.7461320814,Structurally Balanced,-0.11371655339115172,-353768.7461320814,Structurally Balanced,0.16770956820547114,0.08953852900059682,1.044339421726872,1.1398517261360988,209546.40966149088,8.601,8.494,0.2769535746259112,0.446412584729505,5812.50564,2775.0,16081.72635,1834
"Albany-Schenectady-Troy, NY",2019,Pre-COVID (2006-2019),2852513.0,2869717.90457657,-0.006013373702847602,-17204.904576569796,Structurally Balanced,-0.006013373702847602,-17204.904576569796,Structurally Balanced,0.1712618237863158,0.08870118113961178,1.0241684502541542,1.1858380552192667,228556.6230153296,8.47,7.906,0.2794390728052763,0.4491259524876737,5867.37429,2794.0,16159.68149,2090
"Albany-Schenectady-Troy, NY",2020,COVID (2020),3218704.0,2361042.061377755,0.30987572105202865,857661.9386222451,Moderate Structural Surplus,0.04804666751170217,150991.63284184923,Structurally Balanced,0.18254760626062236,0.09368528863845049,1.03898512408174,1.3138946584326345,257042.78767994215,7.772,8.653,0.2739389233954451,0.4519280538302277,4103.32064,2264.0,12337.59614,2081
"Albany-Schenectady-Troy, NY",2021,COVID (2021),2323304.0,2828872.150355713,-0.19688778828977682,-505568.150355713,Moderate Structural Deficit,-0.5238707512654948,-1599713.2397581963,Moderate Structural Deficit,0.19036161907259305,0.0930561056821902,1.0356943948423487,1.3190537142426115,290035.98083613534,8.051,9.934,0.2680718911061187,0.4611470860314524,4729.0,2755.0,13894.0,1293
"Albany-Schenectady-Troy, NY",2022,Recovery (2022),1922713.0,2203760.929848562,-0.13642820487814689,-281047.929848562,Structurally Balanced,-0.5012363672804394,-1251226.550713257,Moderate Structural Deficit,0.21001135789377784,0.09266370995692977,1.0207390308206536,1.4184559671677601,336205.6848259317,9.686,8.396,0.2719474949639353,0.4582493989213074,5341.0,2466.0,14562.0,1123
"Albany-Schenectady-Troy, NY",2023,Recovery (2023),2421250.0,2517166.1387721756,-0.038849784899325,-95916.13877217565,Structurally Balanced,-0.3575795694485535,-1040809.0221802532,Moderate Structural Deficit,0.22449657529285016,0.09621151664972709,1.0625940608955546,1.5369014874859357,368418.13163061294,8.769,8.646,0.2749481596682219,0.4593053395541731,5780.98143,2637.0,15516.17073,1186
"Albuquerque, NM",2007,Pre-COVID (2006-2019),2695045.0,2669502.109545818,0.009522922611839846,25542.890454181936,Structurally Balanced,0.009522922611839846,25542.890454181936,Structurally Balanced,0.18907790629769614,0.10251687627195187,1.1991540193932915,1.218345082124601,149232.37182161218,11.735,9.825,0.3561989100817438,0.3491825613079019,4864.0,1706.0,15254.0,110
"Albuquerque, NM",2008,Pre-COVID (2006-2019),3132629.0,3158213.932003091,-0.008134068309852083,-25584.93200309109,Structurally Balanced,-0.008134068309852083,-25584.93200309109,Structurally Balanced,0.1415458502433034,0.10184985805089883,1.1846450485710827,0.9154005793184822,111407.32295717973,11.061,11.396,0.3512512855673637,0.3624271511827219,4904.0,1663.0,15540.0,126
"Albuquerque, NM",2009,Pre-COVID (2006-2019),4597016.0,4298047.106874272,0.06724663900375738,298968.8931257278,Structurally Balanced,0.06724663900375738,298968.8931257278,Structurally Balanced,0.18972293425744266,0.09894814058779688,1.1813433850427641,1.2616064824985183,171500.5498221467,8.895,11.591,0.3322268521788262,0.3814534924782823,,,,138
"Albuquerque, NM",2010,Pre-COVID (2006-2019),4707790.0,4526310.597873813,0.0393114133703758,181479.40212618746,Structurally Balanced,0.0393114133703758,181479.40212618746,Structurally Balanced,0.17928188089018313,0.09426103412315139,1.1318975722366484,1.1468926898412093,172458.5220787189,9.014,11.303,0.3125590179414542,0.3931139681847897,4990.168,1592.0,15433.015,172
"Albuquerque, NM",2011,Pre-COVID (2006-2019),4659207.0,4679303.961042442,-0.0043041106128320905,-20096.96104244236,Structurally Balanced,-0.0043041106128320905,-20096.96104244236,Structurally Balanced,0.1572278709111195,0.09528907474513112,1.126721311369379,0.9879934124270383,148025.22785832404,9.473,9.755,0.3012304086714515,0.4071334407499634,4996.159885,1586.0,15167.336742,157
"Albuquerque, NM",2012,Pre-COVID (2006-2019),4875641.0,4857493.970848625,0.0037289219215352887,18147.029151375405,Structurally Balanced,0.0037289219215352887,18147.029151375405,Structurally Balanced,0.13958225987433603,0.09521883281106998,1.1169233535216008,0.8917009733271686,130442.29564218853,9.417,9.376,0.2947414612740437,0.4131500036568419,4877.579618,1584.0,15304.343268,223
"Albuquerque, NM",2013,Pre-COVID (2006-2019),4067831.0,3979123.3875057413,0.02204839292596006,88707.61249425868,Structurally Balanced,0.02204839292596006,88707.61249425868,Structurally Balanced,0.12739583219246087,0.09215701924599254,1.0817313337323349,0.82242010220691,121549.57533628086,9.223,9.076,0.28717424629535,0.4235345645667567,,,,212
"Albuquerque, NM",2014,Pre-COVID (2006-2019),4018512.0,3662852.8724974757,0.09266936771340006,355659.1275025243,Structurally Balanced,0.09266936771340006,355659.1275025243,Structurally Balanced,0.130707263090776,0.09024190620685707,1.0600731393531748,0.8468189811478856,131477.86390744138,9.085,9.202,0.278006771676726,0.4311791550125128,5500.358675,1592.0,16515.323263,263
"Albuquerque, NM",2015,Pre-COVID (2006-2019),3398109.0,3681281.353862073,-0.08004178513161797,-283172.3538620728,Structurally Balanced,-0.08004178513161797,-283172.3538620728,Structurally Balanced,0.12382661977004329,0.089103234127662,1.0442805054516495,0.8281100039974846,128289.98843943966,9.206,9.001,0.2768265682656826,0.4428044280442804,5590.091216,1515.0,16987.992855,244
"Albuquerque, NM",2016,Pre-COVID (2006-2019),3314221.0,3282519.038488803,0.009611476389666862,31701.961511197034,Structurally Balanced,0.009611476389666862,31701.961511197034,Structurally Balanced,0.12449594649562162,0.0872240999042108,1.0290836360057434,0.8596509077203714,134537.62592265912,9.137,8.477,0.2799233490566037,0.4509876179245283,5587.275952,1613.361,17011.228445,271
"Albuquerque, NM",2017,Pre-COVID (2006-2019),2466713.0,2732391.8747044588,-0.10229087503724621,-265678.87470445875,Structurally Balanced,-0.10229087503724621,-265678.87470445875,Structurally Balanced,0.12222201120200807,0.0873920117049916,1.0356344339040302,0.8399292312652619,133199.737830084,8.879,8.571,0.2853161214610532,0.4595863282969048,5547.3221,1011.965,16256.40668,296
"Albuquerque, NM",2018,Pre-COVID (2006-2019),2080374.0,2045645.3718192314,0.01683436029217411,34728.628180768574,Structurally Balanced,0.01683436029217411,34728.628180768574,Structurally Balanced,0.1244845617586402,0.08910405467929332,1.0392718975389077,0.8460694527818411,137494.48431092888,8.369,9.044,0.2836952521163047,0.4643356643356643,5822.41906,1019.448,16527.64473,272
"Albuquerque, NM",2019,Pre-COVID (2006-2019),1415968.0,2024052.8934725656,-0.3572884880762608,-608084.8934725656,Moderate Structural Deficit,-0.3572884880762608,-608084.8934725656,Moderate Structural Deficit,0.129075224099096,0.09262868955051635,1.0695165521720436,0.8937328199519795,140758.0058675807,9.274,8.123,0.2910507536590694,0.4675598922303939,6036.51001,1057.814,16918.67776,298
"Albuquerque, NM",2020,COVID (2020),1508283.0,1656222.3842790427,-0.09356741920930922,-147939.38427904272,Structurally Balanced,-0.5068960313472779,-995663.1542390953,Moderate Structural Deficit,0.1334725881609985,0.09967965110743315,1.1054635810960758,0.9606749944534546,145320.09959233954,8.968,9.235,0.294139167337382,0.4670373893319675,5280.12555,808.0,14190.1983,275
"Albuquerque, NM",2021,COVID (2021),1246338.0,1643268.2706622663,-0.276477455077103,-396930.2706622663,Moderate Structural Deficit,-0.7279328969555632,-1334573.287019954,Significant Structural Deficit,0.13899292154120005,0.09919341033462893,1.1040012725197714,0.9631097397970583,159152.87068430107,9.977,10.098,0.3026142836278662,0.4607857455820067,6032.0,919.0,16084.0,228
"Albuquerque, NM",2022,Recovery (2022),1317178.0,1477756.035904771,-0.11503317595237839,-160578.03590477095,Structurally Balanced,-0.5554396598543043,-978277.3401790182,Moderate Structural Deficit,0.13988377361316834,0.09888306296654284,1.0892484436891292,0.9448011544780426,170834.00191865588,11.113,9.69,0.3132590370052864,0.4517073867695385,5807.0,931.0,15969.0,213
"Albuquerque, NM",2023,Recovery (2023),1984652.0,1660580.8479331057,0.17827613435002299,324071.15206689434,Moderate Structural Surplus,-0.1801950120198761,-391871.2395653776,Structurally Balanced,0.1412520487185213,0.10014406691993848,1.1060265386987373,0.9670102250011704,179193.1586104938,10.8,9.419,0.3219598167077899,0.4474444836094466,5307.78871,1005.0,16306.50503,247
"Allentown-Bethlehem-Easton, PA-NJ",2006,Pre-COVID (2006-2019),8122125.0,8475788.561450057,-0.042621875093233896,-353663.56145005673,Structurally Balanced,-0.042621875093233896,-353663.56145005673,Structurally Balanced,0.14667544837472768,0.0832049466554756,0.9744907845294216,0.9421033974192539,126206.16645032956,10.334,8.497,0.2919042982334122,0.3535957713172903,2965.0,1292.0,13492.0,436
"Allentown-Bethlehem-Easton, PA-NJ",2007,Pre-COVID (2006-2019),12710660.0,10478228.006195588,0.1931414302508152,2232431.993804412,Moderate Structural Surplus,0.1931414302508152,2232431.993804412,Structurally Balanced,0.14147605686322798,0.08169710345442563,0.9556222696473972,0.9116171291124268,131895.3737844374,10.577,9.318,0.2930377554554901,0.3627294769657083,2879.0,1365.0,13743.0,364
"Allentown-Bethlehem-Easton, PA-NJ",2008,Pre-COVID (2006-2019),13061076.0,12937265.570021246,0.00952455875864544,123810.42997875437,Structurally Balanced,0.00952455875864544,123810.42997875437,Structurally Balanced,0.15073951407188538,0.08306193579477639,0.966117310785419,0.9748575339397391,143090.03147104362,8.963,9.123,0.2908925827629557,0.3744936443637379,2819.0,1379.0,13465.0,376
"Allentown-Bethlehem-Easton, PA-NJ",2009,Pre-COVID (2006-2019),14498127.0,15617439.890669353,-0.07436876286431371,-1119312.8906693533,Structurally Balanced,-0.07436876286431371,-1119312.8906693533,Structurally Balanced,0.14449527882021945,0.08117697780693225,0.9691731969929471,0.9608547388512066,144128.4577220973,7.356,9.956,0.2802233197337341,0.3930999928423162,,,,400
"Allentown-Bethlehem-Easton, PA-NJ",2010,Pre-COVID (2006-2019),11226227.0,14898833.265870614,-0.28303016835018724,-3672606.265870614,Moderate Structural Deficit,-0.28303016835018724,-3672606.265870614,Moderate Structural Deficit,0.1460429204953839,0.07914810755785559,0.9504197744618033,0.9342581474912905,153219.78158806424,7.835,9.0,0.2679738562091503,0.4075526506899056,3093.469,1471.0,13545.977,452
"Allentown-Bethlehem-Easton, PA-NJ",2011,Pre-COVID (2006-2019),11080526.0,13121938.70961829,-0.16909638698427187,-2041412.709618291,Structurally Balanced,-0.16909638698427187,-2041412.709618291,Structurally Balanced,0.14740623221082114,0.0797335608456562,0.9427891127755783,0.9262758919969695,154937.78825016881,8.151,8.643,0.2593866647149235,0.4156481007099465,3140.093134,1468.0,13590.365206,396
"Allentown-Bethlehem-Easton, PA-NJ",2012,Pre-COVID (2006-2019),12049787.0,11074990.06302108,0.08435756474523615,974796.9369789194,Structurally Balanced,0.08435756474523615,974796.9369789194,Structurally Balanced,0.14680120722354023,0.0810362409657038,0.9505605912623173,0.9378181689040151,153875.8443565142,8.377,7.866,0.2552742616033755,0.4206314564236869,3291.038058,1747.0,13912.652492,367
"Allentown-Bethlehem-Easton, PA-NJ",2013,Pre-COVID (2006-2019),11945929.0,13166881.991475957,-0.09731418600779662,-1220952.9914759565,Structurally Balanced,-0.09731418600779662,-1220952.9914759565,Structurally Balanced,0.14919917126149723,0.07859916077336541,0.9225903323398996,0.9631743485351503,167521.3136246878,8.139,8.459,0.2465163784927409,0.4289049390822207,,,,319
"Allentown-Bethlehem-Easton, PA-NJ",2014,Pre-COVID (2006-2019),9813506.0,12979084.93340794,-0.27957961044774393,-3165578.93340794,Moderate Structural Deficit,-0.27957961044774393,-3165578.93340794,Moderate Structural Deficit,0.149194434142126,0.07859254462369944,0.9232278994420102,0.9665926416455299,172056.859667378,8.389,8.395,0.2405221089682481,0.4348463738358876,3526.435714,1610.0,13977.40322,294
"Allentown-Bethlehem-Easton, PA-NJ",2015,Pre-COVID (2006-2019),12221240.0,8750105.866062555,0.33410962231559616,3471134.1339374445,Moderate Structural Surplus,0.33410962231559616,3471134.1339374445,Moderate Structural Surplus,0.15024554801691622,0.077552460365862,0.9089066553280046,1.0047907437023729,182963.05046971535,7.849,8.027,0.2403221040189125,0.4431146572104019,3217.720899,1753.216,13947.947836,217
"Allentown-Bethlehem-Easton, PA-NJ",2016,Pre-COVID (2006-2019),10352984.0,9698954.076711778,0.06525673478456184,654029.9232882224,Structurally Balanced,0.06525673478456184,654029.9232882224,Structurally Balanced,0.1454865227990278,0.07565687374814066,0.8926116842829748,1.0045919156866947,185724.623022844,8.703,7.121,0.25063696585863,0.453592487442673,3277.419716,1762.072,14182.282786,209
"Allentown-Bethlehem-Easton, PA-NJ",2017,Pre-COVID (2006-2019),11185375.0,10984069.340549279,0.018161140110827034,201305.659450721,Structurally Balanced,0.018161140110827034,201305.659450721,Structurally Balanced,0.15084152881500676,0.07530262349405513,0.8923697753635732,1.0366071388815756,195821.09191996162,7.919,7.725,0.2544714264941108,0.4610295186854733,3358.53591,1765.535,14358.7097,235
"Allentown-Bethlehem-Easton, PA-NJ",2018,Pre-COVID (2006-2019),9447154.0,7880735.091530109,0.18129234687937945,1566418.9084698912,Moderate Structural Surplus,0.18129234687937945,1566418.9084698912,Structurally Balanced,0.149951098431409,0.07850956955678601,0.9157023170484856,1.0191548413841165,189454.75436557244,7.393,8.174,0.2552444996710766,0.4686791901176814,3395.73303,1894.378,14549.79798,229
"Allentown-Bethlehem-Easton, PA-NJ",2019,Pre-COVID (2006-2019),11029342.0,8248853.904769697,0.29048490593866205,2780488.095230303,Moderate Structural Surplus,0.29048490593866205,2780488.095230303,Moderate Structural Surplus,0.1542437144499248,0.08000265176979737,0.923732816481126,1.0680025608118595,196578.19095217134,8.303,7.839,0.2608094336875819,0.4721939146891833,3063.71845,1922.157,14358.4051,295
"Allentown-Bethlehem-Easton, PA-NJ",2020,COVID (2020),14529189.0,6963302.307517291,0.7355058291782619,7565886.692482709,Significant Structural Surplus,0.7749105020394254,7834937.597812651,Significant Structural Surplus,0.150478783250203,0.08208640229912992,0.9103515836656306,1.0830778533332812,195746.12389910567,8.204,8.11,0.2627599243856333,0.4727352043042024,2683.61402,1917.0,12188.47196,320
"Allentown-Bethlehem-Easton, PA-NJ",2021,COVID (2021),10801835.0,7405548.554459563,0.377486503201208,3396286.4455404365,Moderate Structural Surplus,0.3576422681594398,3247861.177168889,Moderate Structural Surplus,0.15173996457534727,0.08257178735604398,0.9190061921228281,1.0514365492753408,204498.4552674571,9.353,9.805,0.2706348042808972,0.4675267556076821,3206.0,1867.0,14576.0,259
"Allentown-Bethlehem-Easton, PA-NJ",2022,Recovery (2022),9775088.0,5455873.662646595,0.5831443437886659,4319214.337353405,Significant Structural Surplus,0.5433377408953923,4097654.0147730997,Moderate Structural Surplus,0.15903177701563825,0.08380733874759863,0.9231814889415035,1.0741303486605764,219881.0382231245,9.895,9.202,0.2802835051546392,0.4579037800687285,3072.0,2122.0,14803.0,286
"Allentown-Bethlehem-Easton, PA-NJ",2023,Recovery (2023),12611225.0,4477986.522816141,1.0354137818529914,8133238.477183859,Significant Structural Surplus,1.0465229969174317,8182710.088345045,Significant Structural Surplus,0.16014747306056443,0.08364090541195958,0.9237597788032291,1.0963681260741893,232166.68089413544,8.99,8.616,0.2775222765162403,0.4600459902270767,2993.13327,1595.0,14459.79873,326
"Atlanta-Sandy Springs-Roswell, GA",2006,Pre-COVID (2006-2019),77004348.0,70478764.58326156,0.08855043493196035,6525583.416738436,Structurally Balanced,0.08855043493196035,6525583.416738436,Structurally Balanced,0.102041115531985,0.07209844584136646,0.8444121879222616,0.6554149497026356,133770.93250548674,15.574,11.198,0.4479155480143474,0.2800103094997744,42841.0,25296.0,127224.0,662
"Atlanta-Sandy Springs-Roswell, GA",2007,Pre-COVID (2006-2019),84726789.0,91429174.5240327,-0.0761327909897993,-6702385.524032697,Structurally Balanced,-0.0761327909897993,-6702385.524032697,Structurally Balanced,0.10265752499098975,0.07360699261519996,0.8609911290685565,0.6614854858765677,135911.01323251813,15.095,12.057,0.4510438260359737,0.2876018175346022,42633.0,24608.0,126530.0,731
